importid,_id,point_1_geo,point_1_name,point_1_city,point_1_postal_code,point_1_street,point_1_street_number,point_1_country,point_2_geo,point_2_name,point_2_street,point_2_postal_code,point_2_country,point_2_street_number,point_2_city,ndt_in_kmh,rba_id,organisation,duration_in_sec,road_type,report_id,distance_in_meters,report_name
222,424,0101000020E610000080D6C41C5431244091EDE83EBD174C40,4347,Tilst,8381,Viborgvej,0,Denmark,0101000020E610000080976F954027244009F2C19C44184C40,4333,Viborgvej,8381,Denmark,0,"""Tilst""",48,229132,"""COWI""",99,"""MAJOR_ROAD""",193294,1324,"""AAR_BT_0344 4347 4333"""
223,425,0101000020E610000080D6C41C5431244091EDE83EBD174C40,4347,Tilst,8381,Viborgvej,0,Denmark,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Viborgvej,8381,Denmark,389,"""Tilst""",59,229134,"""COWI""",68,"""MAJOR_ROAD""",193322,1111,"""AAR_BT_0345 4347 4335"""
224,426,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Tilst,8381,Viborgvej,389,Denmark,0101000020E610000080D6C41C5431244091EDE83EBD174C40,4347,Viborgvej,8381,Denmark,389,"""Tilst""",54,229136,"""COWI""",74,"""MAJOR_ROAD""",193348,1110,"""AAR_BT_0346 4335 4347"""
225,427,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Tilst,8381,Viborgvej,389,Denmark,0101000020E610000080EFFE84A34224400D0B4616F7164C40,4342,Viborgvej,8210,Denmark,295,"""Aarhus""",54,229138,"""COWI""",73,"""MAJOR_ROAD""",193376,1093,"""AAR_BT_0347 4335 4342"""
226,428,0101000020E610000080EFFE84A34224400D0B4616F7164C40,4342,Aarhus,8210,Viborgvej,295,Denmark,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Viborgvej,8381,Denmark,389,"""Tilst""",54,229140,"""COWI""",73,"""MAJOR_ROAD""",193402,1096,"""AAR_BT_0348 4342 4335"""
227,429,0101000020E610000080EFFE84A34224400D0B4616F7164C40,4342,Aarhus,8210,Viborgvej,295,Denmark,0101000020E610000000548E6DD5462440F5227418B3164C40,4339,Viborgvej,8210,Denmark,277,"""Aarhus""",57,229142,"""COWI""",35,"""MAJOR_ROAD""",193430,558,"""AAR_BT_0349 4342 4339"""
228,430,0101000020E610000000548ECFDC4624409187DE77B5164C40,4339,Aarhus,8210,Viborgvej,280,Denmark,0101000020E610000080EFFE84A34224400D0B4616F7164C40,4342,Viborgvej,8210,Denmark,295,"""Aarhus""",59,229144,"""COWI""",34,"""MAJOR_ROAD""",194878,557,"""AAR_BT_0350 4339 4342"""
229,431,0101000020E610000000548E6DD5462440F5227418B3164C40,4339,Aarhus,8210,Viborgvej,277,Denmark,0101000020E610000000B7EE2E8F4E24406A060CBD18164C40,3159,Viborgvej,8210,Denmark,209,"""Aarhus""",60,229146,"""COWI""",65,"""MAJOR_ROAD""",194905,1083,"""AAR_BT_0351 4339 3159"""
230,432,0101000020E610000000B7EEAC984E244017CC20541A164C40,3159,Aarhus,8210,Viborgvej,209,Denmark,0101000020E610000000548ECFDC4624409187DE77B5164C40,4339,Viborgvej,8210,Denmark,280,"""Aarhus""",58,229148,"""COWI""",67,"""MAJOR_ROAD""",194931,1085,"""AAR_BT_0352 3159 4339"""
231,340,0101000020E61000008068AECD4E5B244024334E84C8144C40,3157,Aarhus,8210,Viborgvej,47,Denmark,0101000020E6100000809F72A8505F2440A1337893FA144C40,3193,Vestre Ringgade,8210,Denmark,53,"""Aarhus""",38,189734,"""COWI""",69,"""MAJOR_ROAD""",187933,731,"""AAR_BT_0247 3157 3193"""
232,347,0101000020E610000000C7BB97855D24405ACF108E59144C40,3194,Aarhus,8000,Vestre Ringgade,45,Denmark,0101000020E6100000C00DF82C2E5A2440CFCB5AFEF4134C40,3198,Silkeborgvej,8000,Denmark,188,"""Aarhus""",41,189748,"""COWI""",62,"""MAJOR_ROAD""",188119,703,"""AAR_BT_0254 3194 3198"""
233,433,0101000020E610000080B27F4A003424405210351C65174C40,4329,Tilst,8381,Anelystvej,0,Denmark,0101000020E61000004061B468E12F24404C09BFB665154C40,4345,Anelystvej,8381,Denmark,35,"""Tilst""",43,229150,"""COWI""",157,"""MAJOR_ROAD""",194960,1867,"""AAR_BT_0353 4329 4345"""
234,434,0101000020E6100000406134FAED2F24408CD9C97566154C40,4345,Tilst,8381,Anelystvej,35,Denmark,0101000020E610000080B27FAE143424404E299F4663174C40,4329,Anelystvej,8381,Denmark,35,"""Tilst""",45,229152,"""COWI""",148,"""MAJOR_ROAD""",194986,1855,"""AAR_BT_0354 4345 4329"""
235,435,0101000020E610000080054CF6DE3D2440B64EEFE4D5164C40,4336,Aarhus,8210,Holmstrupgårdvej,150,Denmark,0101000020E610000000373639453D2440A5D754B0B0154C40,4337,Holmstrupgårdvej,8220,Denmark,28,"""Aarhus""",39,229154,"""COWI""",93,"""MAJOR_ROAD""",195015,1018,"""AAR_BT_0355 4336 4337"""
236,436,0101000020E610000000373639453D2440A5D754B0B0154C40,4337,Aarhus,8220,Holmstrupgårdvej,28,Denmark,0101000020E610000080054CF6DE3D2440B64EEFE4D5164C40,4336,Holmstrupgårdvej,8210,Denmark,150,"""Aarhus""",40,229156,"""COWI""",91,"""MAJOR_ROAD""",195041,1015,"""AAR_BT_0356 4337 4336"""
237,437,0101000020E61000000017D6D589272440CEE6C8816E144C40,4328,Aarhus,8220,Edwin Rahrs Vej,0,Denmark,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Edwin Rahrs Vej,8220,Denmark,73-75,"""Aarhus""",45,229158,"""COWI""",174,"""MAJOR_ROAD""",195070,2196,"""AAR_BT_0357 4328 4325"""
238,438,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Aarhus,8220,Edwin Rahrs Vej,73-75,Denmark,0101000020E61000000017D6CD822724407987350670144C40,4328,Edwin Rahrs Vej,8220,Denmark,73-75,"""Aarhus""",48,229160,"""COWI""",164,"""MAJOR_ROAD""",195096,2203,"""AAR_BT_0358 4325 4328"""
239,439,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Aarhus,8220,Edwin Rahrs Vej,73-75,Denmark,0101000020E6100000C0921D9D77402440F237E935CE144C40,4330,Edwin Rahrs Vej,8220,Denmark,42,"""Aarhus""",41,229162,"""COWI""",89,"""MAJOR_ROAD""",195124,1014,"""AAR_BT_0359 4325 4330"""
240,440,0101000020E6100000C0921D9D77402440F237E935CE144C40,4330,Aarhus,8220,Edwin Rahrs Vej,42,Denmark,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Edwin Rahrs Vej,8220,Denmark,73-75,"""Aarhus""",46,229164,"""COWI""",80,"""MAJOR_ROAD""",195150,1015,"""AAR_BT_0360 4330 4325"""
241,441,0101000020E6100000C0921D9D77402440F237E935CE144C40,4330,Aarhus,8220,Edwin Rahrs Vej,42,Denmark,0101000020E6100000C08AA83D3F472440CC1D823CCF144C40,4331,Edwin Rahrs Vej,8220,Denmark,6B,"""Aarhus""",33,229166,"""COWI""",89,"""MAJOR_ROAD""",195178,828,"""AAR_BT_0361 4330 4331"""
242,442,0101000020E6100000C08AA8513A472440F0349397D3144C40,4331,Aarhus,8220,Edwin Rahrs Vej,6B,Denmark,0101000020E6100000C0921D9D77402440F237E935CE144C40,4330,Edwin Rahrs Vej,8220,Denmark,42,"""Aarhus""",32,229168,"""COWI""",94,"""MAJOR_ROAD""",195204,825,"""AAR_BT_0362 4331 4330"""
243,443,0101000020E6100000807CEDE52421244099667D6683134C40,4332,Aarhus,8220,Silkeborgvej,791,Denmark,0101000020E610000080949F9A002D2440A05F1C0691134C40,4343,Silkeborgvej,8220,Denmark,699,"""Aarhus""",44,229170,"""COWI""",120,"""MAJOR_ROAD""",195233,1462,"""AAR_BT_0363 4332 4343"""
244,444,0101000020E610000080949FF7FD2C2440674064FB92134C40,4343,Aarhus,8220,Silkeborgvej,702,Denmark,0101000020E6100000807CEDE52421244099667D6683134C40,4332,Silkeborgvej,8220,Denmark,791,"""Aarhus""",43,229172,"""COWI""",125,"""MAJOR_ROAD""",195259,1494,"""AAR_BT_0364 4343 4332"""
245,445,0101000020E610000080949F9A002D2440A05F1C0691134C40,4343,Aarhus,8220,Silkeborgvej,699,Denmark,0101000020E6100000C03461E7CE38244060181AB79E134C40,3976,Silkeborgvej,8220,Denmark,699,"""Aarhus""",57,229174,"""COWI""",92,"""MAJOR_ROAD""",195286,1453,"""AAR_BT_0365 4343 3976"""
246,348,0101000020E6100000C00DF82C2E5A2440CFCB5AFEF4134C40,3198,Aarhus,8000,Silkeborgvej,188,Denmark,0101000020E610000000C7BBDBAA5D2440957F989A59144C40,3194,Vestre Ringgade,8000,Denmark,70,"""Aarhus""",33,189750,"""COWI""",78,"""MAJOR_ROAD""",188145,725,"""AAR_BT_0255 3198 3194"""
247,446,0101000020E6100000C03461E7CE38244060181AB79E134C40,3976,Aarhus,8220,Silkeborgvej,0,Denmark,0101000020E610000080949FF7FD2C2440674064FB92134C40,4343,Silkeborgvej,8220,Denmark,702,"""Aarhus""",56,229176,"""COWI""",94,"""MAJOR_ROAD""",195312,1454,"""AAR_BT_0366 3976 4343"""
248,447,0101000020E61000000088F4EDC5592440B16D6609F4164C40,4363,Aarhus,8200,Paludan-Müllers Vej,231,Denmark,0101000020E6100000808DC14B855E24408B789220DD164C40,2658,Hasle Ringvej,8200,Denmark,231,"""Aarhus""",29,229178,"""COWI""",98,"""MAJOR_ROAD""",195339,800,"""AAR_BT_0367 4363 2658"""
249,448,0101000020E6100000808D41DC745E2440AF1534FDDF164C40,2658,Aarhus,8200,Hasle Ringvej,0,Denmark,0101000020E61000000088F4EDC5592440B16D6609F4164C40,4363,Paludan-Müllers Vej,8200,Denmark,231,"""Aarhus""",34,229180,"""COWI""",82,"""MAJOR_ROAD""",195365,769,"""AAR_BT_0368 2658 4363"""
250,449,0101000020E61000000088F4EDC5592440B16D6609F4164C40,4363,Aarhus,8200,Paludan-Müllers Vej,231,Denmark,0101000020E6100000007EC742D257244057365D0A68164C40,2657,Hasle Ringvej,8210,Denmark,231,"""Aarhus""",33,229182,"""COWI""",95,"""MAJOR_ROAD""",195392,870,"""AAR_BT_0369 4363 2657"""
251,450,0101000020E6100000007EC782DD57244088DBA7AF63164C40,2657,Aarhus,8210,Hasle Ringvej,0,Denmark,0101000020E61000000088F4EDC5592440B16D6609F4164C40,4363,Paludan-Müllers Vej,8200,Denmark,231,"""Aarhus""",36,229184,"""COWI""",91,"""MAJOR_ROAD""",195418,908,"""AAR_BT_0370 2657 4363"""
252,451,0101000020E61000000073758B914C24400C415E9EDF154C40,4338,Aarhus,8210,Jernaldervej,7A,Denmark,0101000020E610000000795A84DA522440BFEA445626164C40,2656,Hasle Ringvej,8210,Denmark,36,"""Aarhus""",35,229186,"""COWI""",101,"""MAJOR_ROAD""",195446,978,"""AAR_BT_0371 4338 2656"""
253,452,0101000020E610000000795AE7D15224406B436E0D29164C40,2656,Aarhus,8210,Hasle Ringvej,27,Denmark,0101000020E61000000073758B914C24400C415E9EDF154C40,4338,Jernaldervej,8210,Denmark,7A,"""Aarhus""",41,229188,"""COWI""",84,"""MAJOR_ROAD""",195472,955,"""AAR_BT_0372 2656 4338"""
254,453,0101000020E61000000073758B914C24400C415E9EDF154C40,4338,Aarhus,8210,Jernaldervej,7A,Denmark,0101000020E6100000409485AF824D2440DF93BAA280154C40,2655,Åby Ringvej,8210,Denmark,7A,"""Aarhus""",31,229190,"""COWI""",60,"""MAJOR_ROAD""",195499,515,"""AAR_BT_0373 4338 2655"""
255,454,0101000020E6100000409485D29B4D2440CB4F08AC7C154C40,2655,Aarhus,8210,Åby Ringvej,0,Denmark,0101000020E61000000073758B914C24400C415E9EDF154C40,4338,Jernaldervej,8210,Denmark,7A,"""Aarhus""",33,229192,"""COWI""",59,"""MAJOR_ROAD""",195525,546,"""AAR_BT_0374 2655 4338"""
256,455,0101000020E6100000C08AA83D3F472440CC1D823CCF144C40,4331,Aarhus,8220,Edwin Rahrs Vej,6B,Denmark,0101000020E6100000409485D29B4D2440CB4F08AC7C154C40,2655,Åby Ringvej,8210,Denmark,6B,"""Aarhus""",42,229194,"""COWI""",93,"""MAJOR_ROAD""",195552,1090,"""AAR_BT_0375 4331 2655"""
257,456,0101000020E6100000409485AF824D2440DF93BAA280154C40,2655,Aarhus,8210,Åby Ringvej,0,Denmark,0101000020E6100000C08AA8513A472440F0349397D3144C40,4331,Edwin Rahrs Vej,8220,Denmark,6B,"""Aarhus""",45,229196,"""COWI""",86,"""MAJOR_ROAD""",195578,1074,"""AAR_BT_0376 2655 4331"""
258,457,0101000020E6100000C08AA83D3F472440CC1D823CCF144C40,4331,Aarhus,8220,Edwin Rahrs Vej,6B,Denmark,0101000020E610000040A0161B5949244074988B2281144C40,2654,Åby Ringvej,8230,Denmark,0,"""Aarhus""",41,229198,"""COWI""",51,"""MAJOR_ROAD""",195605,581,"""AAR_BT_0377 4331 2654"""
259,458,0101000020E610000040A0168F7B492440AA7AD6CA80144C40,2654,Aarhus,8230,Åby Ringvej,6B,Denmark,0101000020E6100000C08AA8513A472440F0349397D3144C40,4331,Edwin Rahrs Vej,8220,Denmark,6B,"""Aarhus""",36,229200,"""COWI""",62,"""MAJOR_ROAD""",195631,618,"""AAR_BT_0378 2654 4331"""
260,459,0101000020E610000080B27FAE143424404E299F4663174C40,4329,Tilst,8381,Anelystvej,0,Denmark,0101000020E610000080D6C41C5431244091EDE83EBD174C40,4347,Viborgvej,8381,Denmark,0,"""Tilst""",20,229202,"""COWI""",117,"""MAJOR_ROAD""",195658,646,"""AAR_BT_0379 4329 4347"""
261,460,0101000020E610000080D6C41C5431244091EDE83EBD174C40,4347,Tilst,8381,Viborgvej,0,Denmark,0101000020E610000080B27F4A003424405210351C65174C40,4329,Anelystvej,8381,Denmark,0,"""Tilst""",43,229204,"""COWI""",52,"""MAJOR_ROAD""",195684,628,"""AAR_BT_0380 4347 4329"""
262,333,0101000020E61000008052081E2467244056EEFF57E7154C40,3191,Aarhus,8000,Nordre Ringgade,0,Denmark,0101000020E61000004070B2EAEF6924404AFC6A8885154C40,3152,Nørrebrogade,8000,Denmark,45,"""Aarhus""",32,189720,"""COWI""",69,"""MAJOR_ROAD""",187748,604,"""AAR_BT_0240 3191 3152"""
263,461,0101000020E610000080B27FAE143424404E299F4663174C40,4329,Tilst,8381,Anelystvej,0,Denmark,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Viborgvej,8381,Denmark,389,"""Tilst""",47,229206,"""COWI""",65,"""MAJOR_ROAD""",195711,849,"""AAR_BT_0381 4329 4335"""
264,462,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Tilst,8381,Viborgvej,389,Denmark,0101000020E610000080B27F4A003424405210351C65174C40,4329,Anelystvej,8381,Denmark,389,"""Tilst""",22,229208,"""COWI""",141,"""MAJOR_ROAD""",195737,863,"""AAR_BT_0382 4335 4329"""
265,463,0101000020E610000080054CF6DE3D2440B64EEFE4D5164C40,4336,Aarhus,8210,Holmstrupgårdvej,150,Denmark,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Viborgvej,8381,Denmark,389,"""Tilst""",25,229210,"""COWI""",132,"""MAJOR_ROAD""",195764,934,"""AAR_BT_0383 4336 4335"""
266,464,0101000020E610000000D2FFCA203A2440E2B79AA860174C40,4335,Tilst,8381,Viborgvej,389,Denmark,0101000020E610000080054CF6DE3D2440B64EEFE4D5164C40,4336,Holmstrupgårdvej,8210,Denmark,150,"""Aarhus""",50,229212,"""COWI""",66,"""MAJOR_ROAD""",195790,911,"""AAR_BT_0384 4335 4336"""
267,465,0101000020E610000080054CF6DE3D2440B64EEFE4D5164C40,4336,Aarhus,8210,Holmstrupgårdvej,150,Denmark,0101000020E610000080EFFE84A34224400D0B4616F7164C40,4342,Viborgvej,8210,Denmark,295,"""Aarhus""",45,229214,"""COWI""",65,"""MAJOR_ROAD""",195817,812,"""AAR_BT_0385 4336 4342"""
268,466,0101000020E610000080EFFE84A34224400D0B4616F7164C40,4342,Aarhus,8210,Viborgvej,295,Denmark,0101000020E610000080054CF6DE3D2440B64EEFE4D5164C40,4336,Holmstrupgårdvej,8210,Denmark,150,"""Aarhus""",23,229216,"""COWI""",132,"""MAJOR_ROAD""",195843,835,"""AAR_BT_0386 4342 4336"""
269,467,0101000020E61000004061B468E12F24404C09BFB665154C40,4345,Tilst,8381,Anelystvej,35,Denmark,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Edwin Rahrs Vej,8220,Denmark,73-75,"""Aarhus""",34,229218,"""COWI""",133,"""MAJOR_ROAD""",195870,1261,"""AAR_BT_0387 4345 4325"""
270,468,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Aarhus,8220,Edwin Rahrs Vej,73-75,Denmark,0101000020E6100000406134FAED2F24408CD9C97566154C40,4345,Anelystvej,8381,Denmark,35,"""Tilst""",37,229220,"""COWI""",116,"""MAJOR_ROAD""",195896,1205,"""AAR_BT_0388 4325 4345"""
271,469,0101000020E61000004061B468E12F24404C09BFB665154C40,4345,Tilst,8381,Anelystvej,35,Denmark,0101000020E61000000017D6CD822724407987350670144C40,4328,Edwin Rahrs Vej,8220,Denmark,35,"""Aarhus""",49,229222,"""COWI""",111,"""MAJOR_ROAD""",195923,1511,"""AAR_BT_0389 4345 4328"""
272,470,0101000020E61000000017D6D589272440CEE6C8816E144C40,4328,Aarhus,8220,Edwin Rahrs Vej,0,Denmark,0101000020E6100000406134FAED2F24408CD9C97566154C40,4345,Anelystvej,8381,Denmark,35,"""Tilst""",45,229224,"""COWI""",127,"""MAJOR_ROAD""",197274,1572,"""AAR_BT_0390 4328 4345"""
273,471,0101000020E6100000C0648EF151252440195A5FF3CC134C40,4344,Aarhus,8220,Hestagervej,7,Denmark,0101000020E61000000017D6D589272440CEE6C8816E144C40,4328,Edwin Rahrs Vej,8220,Denmark,7,"""Aarhus""",31,229226,"""COWI""",94,"""MAJOR_ROAD""",197302,810,"""AAR_BT_0391 4344 4328"""
274,472,0101000020E61000000017D6CD822724407987350670144C40,4328,Aarhus,8220,Edwin Rahrs Vej,0,Denmark,0101000020E610000000658E8D102524407836DB08C9134C40,4344,Hestagervej,8220,Denmark,0,"""Aarhus""",30,229228,"""COWI""",121,"""MAJOR_ROAD""",197328,1024,"""AAR_BT_0392 4328 4344"""
275,473,0101000020E610000000658E8D102524407836DB08C9134C40,4344,Aarhus,8220,Hestagervej,0,Denmark,0101000020E6100000807CEDE52421244099667D6683134C40,4332,Silkeborgvej,8220,Denmark,791,"""Aarhus""",41,229230,"""COWI""",83,"""MAJOR_ROAD""",197355,934,"""AAR_BT_0393 4344 4332"""
276,474,0101000020E6100000807CEDE52421244099667D6683134C40,4332,Aarhus,8220,Silkeborgvej,791,Denmark,0101000020E6100000C0648EF151252440195A5FF3CC134C40,4344,Hestagervej,8220,Denmark,7,"""Aarhus""",39,229232,"""COWI""",92,"""MAJOR_ROAD""",197381,993,"""AAR_BT_0394 4332 4344"""
277,475,0101000020E610000000658E8D102524407836DB08C9134C40,4344,Aarhus,8220,Hestagervej,0,Denmark,0101000020E610000080949F9A002D2440A05F1C0691134C40,4343,Silkeborgvej,8220,Denmark,699,"""Aarhus""",44,229234,"""COWI""",91,"""MAJOR_ROAD""",197408,1117,"""AAR_BT_0395 4344 4343"""
278,476,0101000020E610000080949FF7FD2C2440674064FB92134C40,4343,Aarhus,8220,Silkeborgvej,702,Denmark,0101000020E6100000C0648EF151252440195A5FF3CC134C40,4344,Hestagervej,8220,Denmark,7,"""Aarhus""",46,229236,"""COWI""",84,"""MAJOR_ROAD""",197434,1082,"""AAR_BT_0396 4343 4344"""
279,477,0101000020E6100000009E0AC4DB212440E4806E5D890F4C40,4560,Stavtrup,8260,Genvejen,46,Denmark,0101000020E6100000C0C96FE1D72A2440D0C909DA5A0F4C40,4549,Genvejen,8361,Denmark,46,"""Hasselager""",77,229238,"""COWI""",52,"""MAJOR_ROAD""",197463,1110,"""AAR_BT_0397 4560 4549"""
280,479,0101000020E6100000800723162620244034D7212DE40C4C40,4551,Hasselager,8361,Hovedvejen,0,Denmark,0101000020E610000080BDFB05BA3A2440C9782B0DD50D4C40,4561,Møllebakken,8361,Denmark,60,"""Hasselager""",54,229242,"""COWI""",224,"""MAJOR_ROAD""",197518,3331,"""AAR_BT_0399 4551 4561"""
281,480,0101000020E610000080BDFB05BA3A2440C9782B0DD50D4C40,4561,Hasselager,8361,Møllebakken,60,Denmark,0101000020E6100000800723DC14202440491D636EE60C4C40,4551,Hovedvejen,8361,Denmark,240,"""Hasselager""",54,229425,"""COWI""",221,"""MAJOR_ROAD""",197544,3334,"""AAR_BT_0400 4561 4551"""
282,481,0101000020E610000080BDFB05BA3A2440C9782B0DD50D4C40,4561,Hasselager,8361,Møllebakken,60,Denmark,0101000020E61000000074265CAC3E2440B06229D1270E4C40,4562,Møllebakken,8361,Denmark,15,"""Hasselager""",47,229427,"""COWI""",43,"""MAJOR_ROAD""",197572,560,"""AAR_BT_0401 4561 4562"""
283,483,0101000020E61000000074265CAC3E2440B06229D1270E4C40,4562,Hasselager,8361,Møllebakken,15,Denmark,0101000020E61000008034D4103C49244015EA00693D0F4C40,4559,Skanderborgvej,8260,Denmark,0,"""Aarhus""",53,229431,"""COWI""",107,"""MAJOR_ROAD""",197626,1588,"""AAR_BT_0403 4562 4559"""
284,484,0101000020E61000008034D4DC24492440294FE0D1410F4C40,4559,Aarhus,8260,Skanderborgvej,0,Denmark,0101000020E61000000074265D9C3E2440DC61E87C2A0E4C40,4562,Møllebakken,8361,Denmark,15,"""Hasselager""",53,229433,"""COWI""",107,"""MAJOR_ROAD""",197652,1589,"""AAR_BT_0404 4559 4562"""
285,486,0101000020E610000080497E3CBF502440DB3E0D2F1B104C40,3986,Aarhus,8260,Skanderborgvej,222,Denmark,0101000020E61000008034D4DC24492440294FE0D1410F4C40,4559,Skanderborgvej,8260,Denmark,222,"""Aarhus""",48,229437,"""COWI""",88,"""MAJOR_ROAD""",197705,1181,"""AAR_BT_0406 3986 4559"""
286,487,0101000020E6100000C0264E1A88482440C35CDA33E90F4C40,4552,Aarhus,8260,Ravnsbjergvej,0,Denmark,0101000020E61000000084D4D5D74B2440CE9717601F0F4C40,4334,Ringvej Syd,8260,Denmark,0,"""Aarhus""",32,229439,"""COWI""",91,"""MAJOR_ROAD""",197734,813,"""AAR_BT_0407 4552 4334"""
287,488,0101000020E61000000084D403F54B2440B506A723210F4C40,4334,Aarhus,8260,Ringvej Syd,100,Denmark,0101000020E6100000C0264E1A88482440C35CDA33E90F4C40,4552,Ravnsbjergvej,8260,Denmark,100,"""Aarhus""",34,229441,"""COWI""",85,"""MAJOR_ROAD""",197760,812,"""AAR_BT_0408 4334 4552"""
288,489,0101000020E61000000084D4D5D74B2440CE9717601F0F4C40,4334,Aarhus,8260,Ringvej Syd,0,Denmark,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Ringvej Syd,8270,Denmark,0,"""H\u00f8jbjerg""",47,229443,"""COWI""",102,"""MAJOR_ROAD""",197788,1318,"""AAR_BT_0409 4334 4557"""
289,490,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E61000000084D403F54B2440B506A723210F4C40,4334,Ringvej Syd,8260,Denmark,100,"""Aarhus""",49,229445,"""COWI""",97,"""MAJOR_ROAD""",197814,1310,"""AAR_BT_0410 4557 4334"""
290,491,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E6100000003066F3625D244017EC3A1EF20D4C40,4570,Ringvej Syd,8270,Denmark,0,"""H\u00f8jbjerg""",64,229447,"""COWI""",71,"""MAJOR_ROAD""",197842,1254,"""AAR_BT_0411 4557 4570"""
291,492,0101000020E6100000003066F3625D244017EC3A1EF20D4C40,4570,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Ringvej Syd,8270,Denmark,0,"""H\u00f8jbjerg""",64,229449,"""COWI""",71,"""MAJOR_ROAD""",197868,1254,"""AAR_BT_0412 4570 4557"""
292,493,0101000020E6100000003066F3625D244017EC3A1EF20D4C40,4570,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E6100000C0D023A6C96524400BCD05286A0D4C40,4371,Ringvej Syd,8270,Denmark,0,"""H\u00f8jbjerg""",62,229451,"""COWI""",65,"""MAJOR_ROAD""",197896,1124,"""AAR_BT_0413 4570 4371"""
293,494,0101000020E6100000C0D023A6C96524400BCD05286A0D4C40,4371,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E6100000003066F3625D244017EC3A1EF20D4C40,4570,Ringvej Syd,8270,Denmark,0,"""H\u00f8jbjerg""",63,229453,"""COWI""",64,"""MAJOR_ROAD""",197922,1124,"""AAR_BT_0414 4371 4570"""
294,495,0101000020E610000000DE82768D3F24408DF20275F40A4C40,4555,Tranbjerg,8310,Landevejen,0,Denmark,0101000020E610000000B7ED19FA472440ED73A3ABEC0C4C40,4558,Landevejen,8310,Denmark,0,"""Tranbjerg""",57,229455,"""COWI""",130,"""MAJOR_ROAD""",197951,2050,"""AAR_BT_0415 4555 4558"""
295,496,0101000020E610000000B7ED19FA472440ED73A3ABEC0C4C40,4558,Tranbjerg,8310,Landevejen,0,Denmark,0101000020E610000000DE02FF753F2440E2874BABF70A4C40,4555,Landevejen,8310,Denmark,0,"""Tranbjerg""",62,229457,"""COWI""",119,"""MAJOR_ROAD""",197977,2052,"""AAR_BT_0416 4558 4555"""
296,349,0101000020E6100000802B686A9D5D244091245AF0D6134C40,3195,Aarhus,8000,Vestre Ringgade,0,Denmark,0101000020E6100000C00DF82C2E5A2440CFCB5AFEF4134C40,3198,Silkeborgvej,8000,Denmark,188,"""Aarhus""",32,189752,"""COWI""",64,"""MAJOR_ROAD""",188172,566,"""AAR_BT_0256 3195 3198"""
297,497,0101000020E610000000B7ED19FA472440ED73A3ABEC0C4C40,4558,Tranbjerg,8310,Landevejen,0,Denmark,0101000020E610000040938BB5B34E2440B581EDB21C0E4C40,4550,Christian X's Vej,8270,Denmark,205,"""H\u00f8jbjerg""",51,229459,"""COWI""",93,"""MAJOR_ROAD""",198005,1318,"""AAR_BT_0417 4558 4550"""
298,498,0101000020E610000040938B37AA4E2440DC6093EC1D0E4C40,4550,Højbjerg,8270,Christian X's Vej,0,Denmark,0101000020E610000000B7ED19FA472440ED73A3ABEC0C4C40,4558,Landevejen,8310,Denmark,0,"""Tranbjerg""",50,229461,"""COWI""",95,"""MAJOR_ROAD""",198031,1318,"""AAR_BT_0418 4550 4558"""
299,499,0101000020E610000040938BB5B34E2440B581EDB21C0E4C40,4550,Højbjerg,8270,Christian X's Vej,205,Denmark,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Christian X's Vej,8270,Denmark,169,"""H\u00f8jbjerg""",43,229463,"""COWI""",117,"""MAJOR_ROAD""",198059,1383,"""AAR_BT_0419 4550 4563"""
300,500,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Højbjerg,8270,Christian X's Vej,169,Denmark,0101000020E610000040938B37AA4E2440DC6093EC1D0E4C40,4550,Christian X's Vej,8270,Denmark,169,"""H\u00f8jbjerg""",40,229465,"""COWI""",124,"""MAJOR_ROAD""",198085,1383,"""AAR_BT_0420 4563 4550"""
