importid,_id,point_1_geo,point_1_name,point_1_city,point_1_postal_code,point_1_street,point_1_street_number,point_1_country,point_2_geo,point_2_name,point_2_street,point_2_postal_code,point_2_country,point_2_street_number,point_2_city,ndt_in_kmh,rba_id,organisation,duration_in_sec,road_type,report_id,distance_in_meters,report_name
301,501,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Højbjerg,8270,Christian X's Vej,169,Denmark,0101000020E6100000000C93536F592440C15878D3F2104C40,4566,Christian X's Vej,8260,Denmark,35,"""Aarhus""",36,229467,"""COWI""",148,"""MAJOR_ROAD""",198113,1489,"""AAR_BT_0421 4563 4566"""
302,502,0101000020E6100000000C93536F592440C15878D3F2104C40,4566,Aarhus,8260,Christian X's Vej,35,Denmark,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Christian X's Vej,8270,Denmark,169,"""H\u00f8jbjerg""",30,229469,"""COWI""",176,"""MAJOR_ROAD""",198139,1474,"""AAR_BT_0422 4566 4563"""
303,503,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Højbjerg,8270,Christian X's Vej,169,Denmark,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Jyllands Alle,8260,Denmark,158,"""Aarhus""",36,229471,"""COWI""",94,"""MAJOR_ROAD""",198167,942,"""AAR_BT_0423 4563 4553"""
304,504,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Aarhus,8260,Jyllands Alle,158,Denmark,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Christian X's Vej,8270,Denmark,169,"""H\u00f8jbjerg""",35,229473,"""COWI""",100,"""MAJOR_ROAD""",198193,965,"""AAR_BT_0424 4553 4563"""
305,505,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Aarhus,8260,Jyllands Alle,158,Denmark,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Jyllands Alle,8270,Denmark,105,"""H\u00f8jbjerg""",35,229475,"""COWI""",84,"""MAJOR_ROAD""",198221,825,"""AAR_BT_0425 4553 4548"""
306,506,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Højbjerg,8270,Jyllands Alle,105,Denmark,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Jyllands Alle,8260,Denmark,158,"""Aarhus""",35,229477,"""COWI""",84,"""MAJOR_ROAD""",198247,809,"""AAR_BT_0426 4548 4553"""
307,507,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Højbjerg,8270,Jyllands Alle,105,Denmark,0101000020E610000080B9DE2645612440CACF75143A114C40,4554,Jyllands Alle,8000,Denmark,105,"""Aarhus""",46,229479,"""COWI""",44,"""MAJOR_ROAD""",198275,560,"""AAR_BT_0427 4548 4554"""
308,508,0101000020E610000080B9DEFA34612440CACF75143A114C40,4554,Aarhus,8000,Jyllands Alle,105,Denmark,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Jyllands Alle,8270,Denmark,105,"""H\u00f8jbjerg""",42,229481,"""COWI""",48,"""MAJOR_ROAD""",198301,554,"""AAR_BT_0428 4554 4548"""
309,509,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Aarhus,8260,Rosenvangs Alle,30,Denmark,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Vestavej,8270,Denmark,2,"""H\u00f8jbjerg""",30,229483,"""COWI""",151,"""MAJOR_ROAD""",198330,1247,"""AAR_BT_0429 4556 4568"""
310,510,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Højbjerg,8270,Vestavej,2,Denmark,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Rosenvangs Alle,8260,Denmark,30,"""Aarhus""",31,229485,"""COWI""",147,"""MAJOR_ROAD""",201183,1246,"""AAR_BT_0430 4568 4556"""
311,511,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Højbjerg,8270,Vestavej,2,Denmark,0101000020E6100000000CCB148267244086AC784EF70E4C40,4368,Rosenvangs Alle,8270,Denmark,233,"""H\u00f8jbjerg""",37,229487,"""COWI""",131,"""MAJOR_ROAD""",201211,1333,"""AAR_BT_0431 4568 4368"""
312,512,0101000020E6100000000CCB148267244086AC784EF70E4C40,4368,Højbjerg,8270,Rosenvangs Alle,233,Denmark,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Vestavej,8270,Denmark,2,"""H\u00f8jbjerg""",39,229489,"""COWI""",124,"""MAJOR_ROAD""",201237,1333,"""AAR_BT_0432 4368 4568"""
313,514,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Aarhus,8000,Strandvejen,21,Denmark,0101000020E6100000006FE59EDE6A24404CEC112886124C40,3190,Strandvejen,8000,Denmark,36,"""Aarhus""",40,229493,"""COWI""",82,"""MAJOR_ROAD""",201291,906,"""AAR_BT_0434 4375 3190"""
314,515,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Aarhus,8000,Strandvejen,21,Denmark,0101000020E610000040EBC5EC666C2440B5B2714DF1104C40,4376,Strandvejen,8000,Denmark,122,"""Aarhus""",42,229495,"""COWI""",47,"""MAJOR_ROAD""",201319,547,"""AAR_BT_0435 4375 4376"""
315,516,0101000020E610000040EBC5EC666C2440B5B2714DF1104C40,4376,Aarhus,8000,Strandvejen,122,Denmark,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Strandvejen,8000,Denmark,21,"""Aarhus""",35,229497,"""COWI""",56,"""MAJOR_ROAD""",201345,547,"""AAR_BT_0436 4376 4375"""
316,517,0101000020E610000040EBC5EC666C2440B5B2714DF1104C40,4376,Aarhus,8000,Strandvejen,122,Denmark,0101000020E610000000DFA6B70A6A24404E270E05150F4C40,4377,Oddervej,8270,Denmark,51,"""H\u00f8jbjerg""",43,229499,"""COWI""",143,"""MAJOR_ROAD""",201373,1701,"""AAR_BT_0437 4376 4377"""
317,518,0101000020E610000000DFA6B70A6A24404E270E05150F4C40,4377,Højbjerg,8270,Oddervej,51,Denmark,0101000020E610000040EBC5EC666C2440B5B2714DF1104C40,4376,Strandvejen,8000,Denmark,122,"""Aarhus""",45,229501,"""COWI""",138,"""MAJOR_ROAD""",201399,1707,"""AAR_BT_0438 4377 4376"""
318,519,0101000020E610000000DFA6B70A6A24404E270E05150F4C40,4377,Højbjerg,8270,Oddervej,51,Denmark,0101000020E610000080FCA5DE6B6A244099689082A70E4C40,4379,Oddervej,8270,Denmark,70-74,"""H\u00f8jbjerg""",34,229503,"""COWI""",40,"""MAJOR_ROAD""",201427,381,"""AAR_BT_0439 4377 4379"""
319,520,0101000020E610000080FCA5DE6B6A244099689082A70E4C40,4379,Højbjerg,8270,Oddervej,70-74,Denmark,0101000020E610000000DFA6B70A6A24404E270E05150F4C40,4377,Oddervej,8270,Denmark,51,"""H\u00f8jbjerg""",37,229505,"""COWI""",37,"""MAJOR_ROAD""",201453,381,"""AAR_BT_0440 4379 4377"""
320,521,0101000020E610000080FCA5DE6B6A244099689082A70E4C40,4379,Højbjerg,8270,Oddervej,70-74,Denmark,0101000020E610000000BF9B64F2692440CD6918EB720D4C40,4372,Oddervej,8270,Denmark,172,"""H\u00f8jbjerg""",40,229507,"""COWI""",97,"""MAJOR_ROAD""",201481,1074,"""AAR_BT_0441 4379 4372"""
321,522,0101000020E610000000BF9B64F2692440CD6918EB720D4C40,4372,Højbjerg,8270,Oddervej,172,Denmark,0101000020E610000080FCA5DE6B6A244099689082A70E4C40,4379,Oddervej,8270,Denmark,70-74,"""H\u00f8jbjerg""",45,229509,"""COWI""",86,"""MAJOR_ROAD""",201507,1074,"""AAR_BT_0442 4372 4379"""
322,523,0101000020E610000000BF9B64F2692440CD6918EB720D4C40,4372,Højbjerg,8270,Oddervej,172,Denmark,0101000020E6100000005378B8046B2440DF08E6D3B40C4C40,4378,Oddervej,8270,Denmark,206,"""H\u00f8jbjerg""",36,229511,"""COWI""",66,"""MAJOR_ROAD""",201535,665,"""AAR_BT_0443 4372 4378"""
323,524,0101000020E6100000005378B8046B2440DF08E6D3B40C4C40,4378,Højbjerg,8270,Oddervej,206,Denmark,0101000020E610000000BF9B64F2692440CD6918EB720D4C40,4372,Oddervej,8270,Denmark,172,"""H\u00f8jbjerg""",43,229513,"""COWI""",55,"""MAJOR_ROAD""",201561,664,"""AAR_BT_0444 4378 4372"""
324,525,0101000020E6100000005378B8046B2440DF08E6D3B40C4C40,4378,Højbjerg,8270,Oddervej,206,Denmark,0101000020E610000080EFA7FC424F2440633CF1D077FE4B40,4370,Århusvej,8300,Denmark,86,"""Odder""",67,229515,"""COWI""",697,"""MAJOR_ROAD""",201589,13068,"""AAR_BT_0445 4378 4370"""
325,526,0101000020E610000080EFA7FC424F2440633CF1D077FE4B40,4370,Odder,8300,Århusvej,86,Denmark,0101000020E6100000005378B8046B2440DF08E6D3B40C4C40,4378,Oddervej,8270,Denmark,206,"""H\u00f8jbjerg""",66,229517,"""COWI""",716,"""MAJOR_ROAD""",201615,13066,"""AAR_BT_0446 4370 4378"""
326,527,0101000020E6100000C0C96FE1D72A2440D0C909DA5A0F4C40,4549,Hasselager,8361,Genvejen,0,Denmark,0101000020E610000080BDFB05BA3A2440C9782B0DD50D4C40,4561,Møllebakken,8361,Denmark,60,"""Hasselager""",66,229519,"""COWI""",159,"""MAJOR_ROAD""",201643,2915,"""AAR_BT_0447 4549 4561"""
327,528,0101000020E610000080BDFB05BA3A2440C9782B0DD50D4C40,4561,Hasselager,8361,Møllebakken,60,Denmark,0101000020E6100000C0C96FE1D72A2440D0C909DA5A0F4C40,4549,Genvejen,8361,Denmark,60,"""Hasselager""",64,229521,"""COWI""",167,"""MAJOR_ROAD""",201669,2953,"""AAR_BT_0448 4561 4549"""
328,529,0101000020E6100000C0C96FE1D72A2440D0C909DA5A0F4C40,4549,Hasselager,8361,Genvejen,0,Denmark,0101000020E61000000074265CAC3E2440B06229D1270E4C40,4562,Møllebakken,8361,Denmark,15,"""Hasselager""",64,229523,"""COWI""",165,"""MAJOR_ROAD""",201696,2949,"""AAR_BT_0449 4549 4562"""
329,530,0101000020E61000000074265D9C3E2440DC61E87C2A0E4C40,4562,Hasselager,8361,Møllebakken,15,Denmark,0101000020E6100000C0C96FE1D72A2440D0C909DA5A0F4C40,4549,Genvejen,8361,Denmark,15,"""Hasselager""",68,229525,"""COWI""",155,"""MAJOR_ROAD""",201722,2911,"""AAR_BT_0450 4562 4549"""
330,531,0101000020E6100000C0264E1A88482440C35CDA33E90F4C40,4552,Aarhus,8260,Ravnsbjergvej,0,Denmark,0101000020E61000008034D4DC24492440294FE0D1410F4C40,4559,Skanderborgvej,8260,Denmark,0,"""Aarhus""",34,229527,"""COWI""",82,"""MAJOR_ROAD""",201749,777,"""AAR_BT_0451 4552 4559"""
331,532,0101000020E61000008034D4103C49244015EA00693D0F4C40,4559,Aarhus,8260,Skanderborgvej,0,Denmark,0101000020E6100000C0264E1A88482440C35CDA33E90F4C40,4552,Ravnsbjergvej,8260,Denmark,0,"""Aarhus""",35,229529,"""COWI""",84,"""MAJOR_ROAD""",201775,806,"""AAR_BT_0452 4559 4552"""
332,533,0101000020E6100000C0264E1A88482440C35CDA33E90F4C40,4552,Aarhus,8260,Ravnsbjergvej,0,Denmark,0101000020E610000080497EBCD550244056CEF35D18104C40,3986,Skanderborgvej,8260,Denmark,223,"""Aarhus""",43,229531,"""COWI""",122,"""MAJOR_ROAD""",201802,1457,"""AAR_BT_0453 4552 3986"""
333,534,0101000020E610000080497E3CBF502440DB3E0D2F1B104C40,3986,Aarhus,8260,Skanderborgvej,222,Denmark,0101000020E6100000C0264E1A88482440C35CDA33E90F4C40,4552,Ravnsbjergvej,8260,Denmark,222,"""Aarhus""",46,229533,"""COWI""",110,"""MAJOR_ROAD""",201828,1408,"""AAR_BT_0454 3986 4552"""
334,535,0101000020E61000008034D4103C49244015EA00693D0F4C40,4559,Aarhus,8260,Skanderborgvej,0,Denmark,0101000020E61000000084D4D5D74B2440CE9717601F0F4C40,4334,Ringvej Syd,8260,Denmark,0,"""Aarhus""",37,229535,"""COWI""",52,"""MAJOR_ROAD""",201855,539,"""AAR_BT_0455 4559 4334"""
335,536,0101000020E61000000084D403F54B2440B506A723210F4C40,4334,Aarhus,8260,Ringvej Syd,100,Denmark,0101000020E61000008034D4DC24492440294FE0D1410F4C40,4559,Skanderborgvej,8260,Denmark,0,"""Aarhus""",31,229537,"""COWI""",69,"""MAJOR_ROAD""",201881,585,"""AAR_BT_0456 4334 4559"""
336,537,0101000020E61000000084D403F54B2440B506A723210F4C40,4334,Aarhus,8260,Ringvej Syd,100,Denmark,0101000020E610000080497EBCD550244056CEF35D18104C40,3986,Skanderborgvej,8260,Denmark,223,"""Aarhus""",46,229539,"""COWI""",94,"""MAJOR_ROAD""",201908,1190,"""AAR_BT_0457 4334 3986"""
337,538,0101000020E610000080497E3CBF502440DB3E0D2F1B104C40,3986,Aarhus,8260,Skanderborgvej,222,Denmark,0101000020E61000000084D4D5D74B2440CE9717601F0F4C40,4334,Ringvej Syd,8260,Denmark,222,"""Aarhus""",41,229541,"""COWI""",106,"""MAJOR_ROAD""",201934,1216,"""AAR_BT_0458 3986 4334"""
338,539,0101000020E61000000084D4D5D74B2440CE9717601F0F4C40,4334,Aarhus,8260,Ringvej Syd,0,Denmark,0101000020E610000040938B37AA4E2440DC6093EC1D0E4C40,4550,Christian X's Vej,8270,Denmark,0,"""H\u00f8jbjerg""",42,229543,"""COWI""",97,"""MAJOR_ROAD""",201961,1139,"""AAR_BT_0459 4334 4550"""
339,540,0101000020E610000040938BB5B34E2440B581EDB21C0E4C40,4550,Højbjerg,8270,Christian X's Vej,205,Denmark,0101000020E61000000084D403F54B2440B506A723210F4C40,4334,Ringvej Syd,8260,Denmark,100,"""Aarhus""",40,229545,"""COWI""",104,"""MAJOR_ROAD""",203530,1161,"""AAR_BT_0460 4550 4334"""
340,541,0101000020E61000000084D4D5D74B2440CE9717601F0F4C40,4334,Aarhus,8260,Ringvej Syd,0,Denmark,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Christian X's Vej,8270,Denmark,169,"""H\u00f8jbjerg""",43,229547,"""COWI""",163,"""MAJOR_ROAD""",203557,1943,"""AAR_BT_0461 4334 4563"""
341,542,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Højbjerg,8270,Christian X's Vej,169,Denmark,0101000020E61000000084D403F54B2440B506A723210F4C40,4334,Ringvej Syd,8260,Denmark,100,"""Aarhus""",42,229549,"""COWI""",163,"""MAJOR_ROAD""",203583,1907,"""AAR_BT_0462 4563 4334"""
342,543,0101000020E610000040938BB5B34E2440B581EDB21C0E4C40,4550,Højbjerg,8270,Christian X's Vej,205,Denmark,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Ringvej Syd,8270,Denmark,205,"""H\u00f8jbjerg""",43,229551,"""COWI""",63,"""MAJOR_ROAD""",203610,758,"""AAR_BT_0463 4550 4557"""
343,544,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E610000040938B37AA4E2440DC6093EC1D0E4C40,4550,Christian X's Vej,8270,Denmark,0,"""H\u00f8jbjerg""",44,229553,"""COWI""",64,"""MAJOR_ROAD""",203636,785,"""AAR_BT_0464 4557 4550"""
344,545,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Christian X's Vej,8270,Denmark,169,"""H\u00f8jbjerg""",45,229555,"""COWI""",123,"""MAJOR_ROAD""",203663,1534,"""AAR_BT_0465 4557 4563"""
345,546,0101000020E6100000806EF6E9BA5524406B0A5E825D0F4C40,4563,Højbjerg,8270,Christian X's Vej,169,Denmark,0101000020E610000000459E30515324407A7E8908100E4C40,4557,Ringvej Syd,8270,Denmark,169,"""H\u00f8jbjerg""",40,229557,"""COWI""",142,"""MAJOR_ROAD""",203689,1562,"""AAR_BT_0466 4563 4557"""
346,547,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Aarhus,8260,Rosenvangs Alle,30,Denmark,0101000020E6100000805CC55213552440C5425260C6104C40,3987,Skanderborgvej,8260,Denmark,168,"""Aarhus""",29,229559,"""COWI""",165,"""MAJOR_ROAD""",203716,1326,"""AAR_BT_0467 4556 3987"""
347,548,0101000020E6100000805CC5B627552440CADA827CC3104C40,3987,Aarhus,8260,Skanderborgvej,169,Denmark,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Rosenvangs Alle,8260,Denmark,30,"""Aarhus""",42,229561,"""COWI""",112,"""MAJOR_ROAD""",203742,1309,"""AAR_BT_0468 3987 4556"""
348,549,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Aarhus,8260,Rosenvangs Alle,30,Denmark,0101000020E610000000542AF9D15B244017653D91B4114C40,4373,Skanderborgvej,8260,Denmark,107,"""Aarhus""",37,229563,"""COWI""",56,"""MAJOR_ROAD""",203769,574,"""AAR_BT_0469 4556 4373"""
349,550,0101000020E61000000054AAA0B95B24406DAD53AEB8114C40,4373,Aarhus,8260,Skanderborgvej,106,Denmark,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Rosenvangs Alle,8260,Denmark,30,"""Aarhus""",29,229565,"""COWI""",74,"""MAJOR_ROAD""",203795,596,"""AAR_BT_0470 4373 4556"""
350,551,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Aarhus,8260,Rosenvangs Alle,30,Denmark,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Jyllands Alle,8260,Denmark,158,"""Aarhus""",30,229567,"""COWI""",149,"""MAJOR_ROAD""",203822,1258,"""AAR_BT_0471 4556 4553"""
351,552,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Aarhus,8260,Jyllands Alle,158,Denmark,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Rosenvangs Alle,8260,Denmark,30,"""Aarhus""",34,229569,"""COWI""",140,"""MAJOR_ROAD""",203848,1330,"""AAR_BT_0472 4553 4556"""
352,553,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Aarhus,8260,Rosenvangs Alle,30,Denmark,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Jyllands Alle,8270,Denmark,105,"""H\u00f8jbjerg""",31,229571,"""COWI""",165,"""MAJOR_ROAD""",203875,1431,"""AAR_BT_0473 4556 4548"""
353,554,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Højbjerg,8270,Jyllands Alle,105,Denmark,0101000020E610000080BDFAD5E55B2440AB9686CE2C114C40,4556,Rosenvangs Alle,8260,Denmark,30,"""Aarhus""",35,229573,"""COWI""",130,"""MAJOR_ROAD""",203901,1277,"""AAR_BT_0474 4548 4556"""
354,555,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Aarhus,8260,Jyllands Alle,158,Denmark,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Vestavej,8270,Denmark,2,"""H\u00f8jbjerg""",33,229575,"""COWI""",70,"""MAJOR_ROAD""",203928,641,"""AAR_BT_0475 4553 4568"""
355,556,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Højbjerg,8270,Vestavej,2,Denmark,0101000020E6100000809D624D305C2440CB3708A1EB0F4C40,4553,Jyllands Alle,8260,Denmark,158,"""Aarhus""",27,229577,"""COWI""",102,"""MAJOR_ROAD""",203954,777,"""AAR_BT_0476 4568 4553"""
356,557,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Højbjerg,8270,Vestavej,2,Denmark,0101000020E61000007216F6B4C35F24409B38B9DFA1104C40,4548,Viborgvej,8381,Denmark,143,"""Tilst""",29,229579,"""COWI""",90,"""MAJOR_ROAD""",203981,732,"""AAR_BT_0477 4568 4548"""
357,558,0101000020E61000008016F6ACE95F24409D38B9DFA1104C40,4548,Højbjerg,8270,Jyllands Alle,105,Denmark,0101000020E610000000C6FA38305F244048D48C6CDC0F4C40,4568,Vestavej,8270,Denmark,2,"""H\u00f8jbjerg""",33,229581,"""COWI""",86,"""MAJOR_ROAD""",204007,798,"""AAR_BT_0478 4548 4568"""
358,559,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Aarhus,8000,Strandvejen,21,Denmark,0101000020E6100000C01B9939A36824402113B74527124C40,4367,Marselis Boulevard,8000,Denmark,21,"""Aarhus""",32,229583,"""COWI""",129,"""MAJOR_ROAD""",204034,1154,"""AAR_BT_0479 4375 4367"""
359,560,0101000020E6100000801B9933A968244071A38A9923124C40,4367,Aarhus,8000,Marselis Boulevard,0,Denmark,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Strandvejen,8000,Denmark,21,"""Aarhus""",36,229585,"""COWI""",91,"""MAJOR_ROAD""",204060,919,"""AAR_BT_0480 4367 4375"""
360,561,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Aarhus,8000,Strandvejen,21,Denmark,0101000020E61000008073470AD06524405BF73C8A05124C40,3989,Marselis Boulevard,8000,Denmark,50,"""Aarhus""",30,229587,"""COWI""",115,"""MAJOR_ROAD""",204087,962,"""AAR_BT_0481 4375 3989"""
361,562,0101000020E6100000807347A7D8652440CDDF594000124C40,3989,Aarhus,8000,Marselis Boulevard,15,Denmark,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Strandvejen,8000,Denmark,21,"""Aarhus""",27,229589,"""COWI""",127,"""MAJOR_ROAD""",204113,944,"""AAR_BT_0482 3989 4375"""
362,364,0101000020E610000000542AF9D15B244017653D91B4114C40,4373,Aarhus,8260,Skanderborgvej,107,Denmark,0101000020E6100000803D5E88925F24405CBB5369DA114C40,3990,Marselis Boulevard,8000,Denmark,135,"""Aarhus""",42,192354,"""COWI""",43,"""MAJOR_ROAD""",190232,500,"""AAR_BT_0271 4373 3990"""
363,563,0101000020E6100000C0D023A6C96524400BCD05286A0D4C40,4371,Højbjerg,8270,Ringvej Syd,172,Denmark,0101000020E610000000BF9B64F2692440CD6918EB720D4C40,4372,Oddervej,8270,Denmark,172,"""H\u00f8jbjerg""",37,229591,"""COWI""",88,"""MAJOR_ROAD""",204140,909,"""AAR_BT_0483 4371 4372"""
364,564,0101000020E610000000BF9B64F2692440CD6918EB720D4C40,4372,Højbjerg,8270,Oddervej,172,Denmark,0101000020E6100000C0D023A6C96524400BCD05286A0D4C40,4371,Ringvej Syd,8270,Denmark,172,"""H\u00f8jbjerg""",44,229593,"""COWI""",72,"""MAJOR_ROAD""",204166,886,"""AAR_BT_0484 4372 4371"""
365,565,0101000020E6100000C0D023A6C96524400BCD05286A0D4C40,4371,Højbjerg,8270,Ringvej Syd,0,Denmark,0101000020E6100000005378B8046B2440DF08E6D3B40C4C40,4378,Oddervej,8270,Denmark,206,"""H\u00f8jbjerg""",42,229595,"""COWI""",84,"""MAJOR_ROAD""",204193,979,"""AAR_BT_0485 4371 4378"""
366,566,0101000020E6100000005378B8046B2440DF08E6D3B40C4C40,4378,Højbjerg,8270,Oddervej,206,Denmark,0101000020E6100000C0D023A6C96524400BCD05286A0D4C40,4371,Ringvej Syd,8270,Denmark,206,"""H\u00f8jbjerg""",45,229597,"""COWI""",80,"""MAJOR_ROAD""",204219,996,"""AAR_BT_0486 4378 4371"""
367,567,0101000020E6100000808DC14B855E24408B789220DD164C40,2658,Aarhus,8200,Hasle Ringvej,0,Denmark,0101000020E6100000009DD82DF3602440E816C51F4F174C40,3163,Halmstadgade,8200,Denmark,3,"""Aarhus""",27,229599,"""COWI""",81,"""MAJOR_ROAD""",204247,613,"""AAR_BT_0487 2658 3163"""
368,568,0101000020E6100000009DD82DF3602440E816C51F4F174C40,3163,Aarhus,8200,Halmstadgade,3,Denmark,0101000020E6100000808D41DC745E2440AF1534FDDF164C40,2658,Hasle Ringvej,8200,Denmark,3,"""Aarhus""",37,229601,"""COWI""",58,"""MAJOR_ROAD""",204273,590,"""AAR_BT_0488 3163 2658"""
369,569,0101000020E610000080438CA2B56224402184C4143A174C40,2659,Aarhus,8200,Hasle Ringvej,0,Denmark,0101000020E6100000009DD82DF3602440E816C51F4F174C40,3163,Halmstadgade,8200,Denmark,3,"""Aarhus""",34,229603,"""COWI""",57,"""MAJOR_ROAD""",204300,545,"""AAR_BT_0489 2659 3163"""
370,570,0101000020E6100000009DD82DF3602440E816C51F4F174C40,3163,Aarhus,8200,Halmstadgade,3,Denmark,0101000020E610000080438C93C46224409CAE649536174C40,2659,Hasle Ringvej,8200,Denmark,138,"""Aarhus""",34,229605,"""COWI""",61,"""MAJOR_ROAD""",205997,568,"""AAR_BT_0490 3163 2659"""
371,571,0101000020E6100000C095094F9F5F244029385D48A4124C40,3197,Aarhus,8000,Søndre Ringgade,63,Denmark,0101000020E6100000801189ACAC622440EB3557F024124C40,3979,Søndre Ringgade,8000,Denmark,15,"""Aarhus""",30,229607,"""COWI""",68,"""MAJOR_ROAD""",206025,569,"""AAR_BT_0491 3197 3979"""
372,572,0101000020E610000080118994C4622440B72156AE27124C40,3979,Aarhus,8000,,0,Denmark,0101000020E6100000C0950937B75F2440C6F84906A7124C40,3197,Søndre Ringgade,8000,Denmark,52,"""Aarhus""",27,229609,"""COWI""",75,"""MAJOR_ROAD""",206051,569,"""AAR_BT_0492 3979 3197"""
373,573,0101000020E610000080F90FC5AE5F24407BD9C90E3E124C40,3150,Aarhus,8000,Skanderborgvej,7,Denmark,0101000020E6100000801189ACAC622440EB3557F024124C40,3979,Søndre Ringgade,8000,Denmark,15,"""Aarhus""",30,229611,"""COWI""",62,"""MAJOR_ROAD""",206078,521,"""AAR_BT_0493 3150 3979"""
374,574,0101000020E610000080118994C4622440B72156AE27124C40,3979,Aarhus,8000,,0,Denmark,0101000020E610000080F90F999E5F24409C9E6A4F40124C40,3150,Skanderborgvej,8000,Denmark,26,"""Aarhus""",25,229613,"""COWI""",82,"""MAJOR_ROAD""",206104,559,"""AAR_BT_0494 3979 3150"""
375,575,0101000020E6100000801189ACAC622440EB3557F024124C40,3979,Aarhus,8000,Søndre Ringgade,15,Denmark,0101000020E6100000807347A7D8652440CDDF594000124C40,3989,Marselis Boulevard,8000,Denmark,15,"""Aarhus""",29,229615,"""COWI""",62,"""MAJOR_ROAD""",206131,505,"""AAR_BT_0495 3979 3989"""
376,578,0101000020E6100000803D5E88925F24405CBB5369DA114C40,3990,Aarhus,8000,Marselis Boulevard,135,Denmark,0101000020E610000080118994C4622440B72156AE27124C40,3979,Marselis Boulevard,8000,Denmark,135,"""Aarhus""",35,229621,"""COWI""",78,"""MAJOR_ROAD""",206210,753,"""AAR_BT_0498 3990 3979"""
377,579,0101000020E610000000DFA6B70A6A24404E270E05150F4C40,4377,Højbjerg,8270,Oddervej,51,Denmark,0101000020E6100000000CCB148267244086AC784EF70E4C40,4368,Rosenvangs Alle,8270,Denmark,233,"""H\u00f8jbjerg""",33,229623,"""COWI""",51,"""MAJOR_ROAD""",206237,466,"""AAR_BT_0499 4377 4368"""
378,360,0101000020E610000000BA69A9506B24405EAF770E10134C40,3189,Aarhus,8000,Spanien,63,Denmark,0101000020E610000000F20806A36C244056DB3D2A9E144C40,4374,Nørreport,8000,Denmark,18,"""Aarhus""",23,192346,"""COWI""",238,"""MAJOR_ROAD""",190126,1508,"""AAR_BT_0267 3189 4374"""
